Pays,GDP,Internet connection speeds,Alcohol consumption,Intentional homicide rate,Military expenditures,Human Dev Index,Democracy Index,Tertiary education atteinment,Importance religion,Christianity%,Islam%,Buddhism%,Jewish%,Under-five mortality,Age criminal responsibility,Minimum wage,External debt,Income equality,Health Expenditure,Suicide Rate,Fertility rate,Tobacco Consumption,Obesity Rate,Internet User,Median Age,EcoFreedom,Oil Production,PopGrowthRate,Life Expectancy,Meat consumption,Incarceration rate,Literacy Rate,WAgeFirstMarriage,Spending Education,Homeless Population,Milk Consumption,Journal Articles,Books Publised,Food Energy,Yearly Temperature
Afghanistan,470.0,50.488817545708,0.2,6.7,2.81367368326145,0.511,2.85,40.999999999532804,97.0,0.02,99.7,0.05,0.013000000340127826,60.3,7.0,866.0,7.0,36.40000000018199,4057.304143985755,6.0,4.321,30.299999999908124,5.5,10.9,19.5,51.5,3194.0000000446453,2.41,63.2,34.94999999996652,87.0,20.3,18.0,4.1,35.29999999981743,62.23,3.013,2795.0,2750.000000001985,12.6
Albania,5303.0,45.25,7.5,2.3,4.986126800650764,0.795,6.08,40.9999999996644,50.0,17.0,58.8,0.05,0.01300000019818981,9.7,14.0,3277.0,66.0,33.2,2795.9811153194496,3.7,1.597,34.2,21.7,73.0,34.3,66.5,7901.0,0.13,78.0,38.2,164.0,86.9,24.0,4.0,35.29999999994419,303.72,62.441,390.0,2890.0,11.4
Algeria,3976.0,14.21268887702854,0.9,1.4,4.462339228183169,0.748,3.77,40.99999999986494,95.0,0.01,99.7,0.05,0.012999999977978405,23.3,13.0,201.0,2.0,27.6,2826.9891767552863,2.6,2.988,22.4,27.4,62.4,28.9,46.2,33205.0,1.67,77.1,18.4,153.0,19.5,27.8,4.3,35.29999999988621,141.53,123.874,3955.0,3090.0,22.5
Angola,2671.0,21.304292604501995,6.4,4.8,3.5072128874380546,0.581,3.66,40.99999999982316,88.0,75.0,0.3,0.05,0.012999999567625764,74.7,14.0,764.0,41.0,51.3,-129.58071782416164,12.6,5.442,30.300000000140898,8.2,13.9,15.9,50.6,61417.0,3.28,63.1,25.0,93.0,27.0,21.4,3.5,35.299999999993474,12.3,0.974,22.0,1960.0,21.55
Argentina,10041.0,51.51,9.8,5.3,2.7876361999777526,0.845,6.95,40.99999999971686,65.0,77.0,0.9,0.05,1.1,9.3,16.0,864.0,72.0,41.4,2669.186853434695,8.1,2.247,46.2,28.3,75.7,32.4,52.2,11644.0,0.94,76.6,79.7,230.0,97.9,33.2,5.5,35.29999999998006,195.08,198.62,28010.0,3030.0,14.8
Armenia,4623.0,56.111863342895106,5.5,1.7,2.589362667972172,0.776,5.35,40.99999999967628,79.0,97.9,0.1,0.05,0.00063,11.8,14.0,1698.0,102.0,34.4,2914.5919369946855,2.7,1.758,34.3,20.2,69.2,36.6,67.7,3193.999999961874,0.15,76.0,27.7,74.0,98.9,26.3,2.3,35.29999999999052,209.03,176.506,396.0,2260.0,7.15
Australia,54763.0,77.88,10.6,0.9,2.1,0.944,8.96,48.0,32.0,52.1,2.6,2.7,0.78,3.6,10.0,28734.0,130.0,34.4,4965.0,11.3,1.657,27.6,29.0,85.0,37.5,80.9,1404.0,1.3,83.0,108.2,160.0,64.599999999917,30.5,5.3,49.1,234.49,2153.172,28234.0,3220.0,21.65
Austria,49701.0,117.31,11.6,1.0,3.685645613558818,0.922,8.16,39.0,55.0,60.0,8.0,0.2,0.063,3.5,14.0,1895.000000019747,165.0,29.7,5538.0,10.4,1.46,48.1,20.1,86.4,44.5,72.0,1742.0,0.24,81.6,94.1,95.0,64.60000000000407,30.3,5.5,25.4,258.09,1390.334,8056.0,3750.0,6.35
Azerbaijan,4782.0,18.772795428666768,0.8,2.2,10.491529271295907,0.756,2.68,40.99999999975779,39.0,3.1,96.9,0.05,0.048,20.4,14.0,1765.0,22.0,26.6,866.7103888058723,4.0,1.8,28.1,19.9,78.0,32.6,65.4,8571.0,0.98,71.4,15.9,208.0,98.4,23.7,2.5,725.0,152.07,76.486,542.0,3020.0,11.95
Bahamas,34864.0,55.99,4.4,32.0,2.237275014169528,0.814,5.755000001016015,40.99999999963126,84.00000000049022,95.0,0.1,0.05,0.0019,12.6,13.00000000221462,1092.0,194.0,36.399999999907095,4608.483929249031,3.4,1.743,11.8,31.6,87.1,32.8,62.9,3193.999999995576,1.01,73.2,123.6,442.0,64.60000000002356,27.9,2.8,35.29999999988638,104.76,51.862,2854.0000000325963,2710.0,24.85
Bahrain,23504.0,58.53,1.9,0.5,5.019407772924884,0.852,2.49,40.99999999988671,94.0,15.0,73.7,2.5,0.012999999995145117,6.9,13.000000000047294,1894.9999999906504,66.0,36.39999999992892,-285.78269615398585,7.2,1.964,28.1,29.8,91.2,32.9,66.4,36.0,4.26,75.8,70.7,234.0,42.3,26.3,2.3,35.3000000000319,108.469999999977,205.168,40.0,2749.999999997681,27.15
Bangladesh,1846.0,36.02,0.0,2.4,5.317292878054227,0.632,5.99,40.9999999996441,100.0,0.4,90.4,0.5,0.013000000223598818,30.8,9.0,214.0,12.0,32.4,2050.2437264372547,3.9,2.011,51.5,3.6,77.7,27.9,55.6,25.0,1.04,74.3,3.1,48.0,39.4,25.0,2.0,307.0,21.91,19.427,2854.000000230968,2270.0,25.0
Barbados,18149.0,105.71,9.6,9.8,1.9266151844135901,0.814,5.755000000843211,40.99999999966593,84.00000000125806,74.0,1.5,0.05,0.01299999936520635,12.7,13.000000000753062,65.0,100.0,36.39999999994757,4168.6334080745155,0.3,1.623,10.5,23.1,81.5,39.5,64.7,3521.0,0.24,76.0,88.7,296.0,98.5,31.8,4.7,35.299999999997965,110.48,132.57,2854.0000001220033,3020.0,26.0
Belarus,6674.0,68.73,11.2,2.4,2.9109500945042805,0.823,2.59,40.99999999962802,34.0,55.4,0.75,0.05,0.057,3.2,14.0,0.0,66.0,25.2,2882.0744893949395,16.5,1.382,37.3,24.5,74.6,40.9,57.9,2637.0,-0.15,74.8,58.6,345.0,98.6,25.3,4.8,35.30000000010875,133.73,124.833,8205.0,3150.0,6.15
Belgium,46198.0,107.12,12.1,1.7,1.726625886455167,0.931,7.51,43.0,33.0,65.0,7.6,0.2,0.18,3.4,12.0,21845.0,269.0,27.4,5103.0,13.9,1.57,29.9,22.1,87.3,41.6,67.3,3194.000000025524,0.58,81.4,86.1,95.0,64.60000000006117,30.0,6.5,35.29999999985682,236.19,1366.291,13913.0,3690.0,9.55
Belize,4884.0,49.44,6.7,37.8,0.3415825484653183,0.716,5.755000000748623,40.99999999979275,62.0,76.7,0.2,0.5,0.013000000014415036,12.3,13.000000000057298,3861.0,75.0,53.3,6034.020114978704,7.7,2.274,30.29999999987561,24.1,46.0,23.9,55.4,5464.0,2.05,74.4,74.7,307.0,44.8,28.6,7.4,35.29999999994186,80.3,23.494,2854.0000004526228,2710.0,25.3
Benin,122.0,21.294570950621164,3.0,1.1,3.320686080608931,0.545,4.58,40.99999999930708,93.0,42.8,27.7,0.05,0.013000000226043085,90.3,12.999999999913598,819.0,26.0,47.8,-877.6572337430275,12.7,4.767,17.1,9.6,13.7,17.0,55.3,3194.000000049884,2.73,63.4,16.2,70.0,7.0,18.7,4.0,35.299999999818056,8.4,19.852,84.0,2510.0,27.55
Bhutan,3361.0,140.24000103734755,0.6,1.2,4.466130719001956,0.654,5.71,40.99999999970095,83.99999999986426,1.0,0.2,74.7,0.01300000014748548,28.5,10.0,639.0,108.0,37.4,687.7697965363404,5.1,1.954,30.299999999969742,6.4,51.5,29.1,62.9,3193.9999998117564,1.18,73.1,3.0,145.0,14.9,22.8,6.6,0.0,108.47000000007,70.256,2853.9999996758997,2750.0000000023997,7.4
Bolivia,3552.0,12.00435662255478,4.8,6.2,0.4107538095685963,0.718,5.08,40.99999999963535,89.0,89.0,0.05,0.05,0.0032,26.0,14.0,4071.0,33.0,42.2,3017.863379789859,6.8,2.688,30.29999999996798,20.2,42.7,25.3,42.3,5334.0,1.47,72.1,50.0,164.0,67.5,24.1,7.3,35.29999999992708,46.04,9.072,1578.0,2100.0,21.55
Bosnia and Herzegovina,6109.0,44.85,6.4,1.2,2.1937989366646518,0.78,4.84,40.99999999978007,77.0,45.94,50.7,0.04999999988859827,0.0032,5.9,14.0,2789.0,23.0,33.0,4008.846119810977,8.3,1.254,46.3,17.9,69.8,43.3,61.9,3193.999999946158,-0.22,76.8,21.4,83.0,86.0,27.1,4.30000000000593,20.0,174.03,211.798,2854.0000005888287,3080.0,9.85
Botswana,7961.0,43.29884219797685,8.4,15.2,3.4159651216293203,0.735,7.62,40.99999999963245,77.0,71.6,0.4,0.05,0.00063,41.6,12.999999998755811,1993.0,8.0,53.3,2882.565192770475,20.2,2.836,32.1,18.9,42.1,25.7,69.5,3194.000000024622,1.79,62.2,27.3,208.0,40.7,26.4,7.8,35.29999999990741,117.74,124.663,158.0,2230.0,21.5
Brazil,8755.0,90.3,7.8,27.4,1.4,0.765,6.92,16.0,87.0,90.0,0.36,0.1,0.59,11.0,12.0,3625.0,38.0,53.9,5379.347673994353,6.4,1.648,32.8,22.1,76.4,33.2,51.9,12113.0,0.75,75.9,82.4,357.0,74.3,30.0,6.2,10.0,149.28,287.145,46829.0,3120.0,24.95
Bulgaria,9703.0,78.84,12.7,1.3,1.3887162451283102,0.816,6.71,40.999999999724366,34.0,85.0,13.4,0.05,0.013,6.7,14.0,4596.0,63.0,40.4,3474.8197885744576,6.5,1.58,49.6,25.0,63.7,43.7,69.0,140.0,-0.67,75.1,69.4,109.0,97.5,26.9,4.1,35.30000000000172,155.71,469.538,10068.0,2760.0,10.55
Burkina Faso,787.0,36.67713387977301,8.2,1.3,6.972804985215234,0.452,3.73,40.99999999947306,88.0,22.0,63.2,0.05,0.013000000036129222,87.5,13.00000000010914,710.0,26.0,35.3,-1187.5040185275684,14.4,5.109,29.9,5.6,15.4,17.9,59.4,3194.0000000452274,2.87,62.7,11.2,37.0,8.4,17.9,4.2,335.0,29.79,12.759,12.0,2690.0,28.29
Burundi,260.0,32.30525767064228,7.5,6.1,2.039575751355417,0.433,2.14,40.99999999971499,98.0,75.0,10.0,0.04999999989979642,0.012999999613555246,56.5,15.0,1895.0000000104774,26.0,38.6,2123.8011770334288,12.1,5.321,20.6,5.4,5.4,17.7,48.9,3194.000000010943,3.15,63.8,3.5,96.0,24.9,20.3,4.8,35.30000000005856,4.6,1.995,2854.0000002656598,1680.0,19.8
Cambodia,1644.0,84.06912620570625,6.7,1.8,3.9407519449283184,0.594,3.1,40.99999999971993,96.0,1.0,2.0,97.9,0.01299999971803345,26.6,14.0,1894.9999999912543,57.0,36.400000000019645,-3046.0161598381737,5.5,2.478,44.4,3.9,33.5,26.4,57.8,3193.999999709864,1.49,70.1,13.9,220.0,53.1,21.0,1.9,35.30000000031839,3.47,8.985,2853.9999994290993,2180.0,26.8
Cameroon,1534.0,19.173448187344718,8.9,1.4,6.766002881402983,0.563,2.77,40.99999999944839,96.0,70.7,30.0,0.05,0.013000000178635673,74.8,12.999999999849933,743.0,24.0,46.6,-1717.6635369079504,15.9,4.506,10.2,11.4,22.1,18.5,52.4,3983.0,2.56,62.4,14.4,124.0,26.1,19.0,3.1,389.0,15.27,34.739,2854.0000000856817,2240.0,24.6
Canada,4655.0,167.61,8.9,1.8,1.4,0.929,9.24,59.0,42.0,55.0,3.2,0.8,2.5,4.9,12.0,21477.0,143.0,33.8,5287.0,10.3,1.468,37.9,29.4,91.6,41.8,77.7,100931.0,0.9,82.2,108.1,104.0,64.6000000000267,29.6,5.5,10.0,187.77,1617.497,14625.0,3530.0,-5.35
Cape Verde,3604.0,56.928487157280586,5.7,6.8,2.9639002401996053,0.665,7.65,40.99999999971328,83.99999999985039,89.1,2.0,0.049999999974033926,0.01300000022695258,14.9,16.0,1584.0,99.0,47.2,3661.647928760662,15.2,2.242,30.29999999995502,11.8,57.4,26.8,63.1,3193.999999925989,1.25,74.0,26.3,296.0,36.8,21.5,5.2,35.30000000013371,115.64,16.551,2853.9999998477288,2530.0,23.3
Central African Republic,468.0,2.147336024106494,3.3,20.1,16.000783875625448,0.397,1.32,40.999999999365,94.0,80.0,15.0,0.05000000001660965,0.013000000173349235,110.1,13.000000000007276,777.0,39.0,56.2,-3670.5203466436506,23.0,4.645,30.300000000104063,7.5,4.3,20.0,49.1,3194.0000000234577,1.1899999999997632,53.1,28.0,16.0,35.7,17.4,1.2,1421.0,13.53,4.286,2853.99999986263,1960.0,24.9
Chad,707.0,15.495928206181304,1.5,7.369660420226751,6.115107041246505,0.398,1.55,40.9999999992703,95.0,35.0,58.0,0.05,0.013000000197507688,113.8,13.000000000534783,1229.0,18.0,43.3,-1865.7654846703308,13.2,5.649,15.4,6.1,6.3,16.1,49.9,7393.0,1.58,59.6,14.3,59.0,7.0,16.0,2.9,209.0,20.63,0.969,2854.000000087777,2010.0,26.55
Chile,14896.0,176.48,9.3,4.4,3.9038123369484286,0.851,8.28,27.0,70.0,68.0,0.05,0.05,0.12,7.0,14.0,5753.0,82.0,44.4,2126.0,8.0,1.627,53.4,28.0,79.4,35.5,75.4,247.0,1.1899999999860889,80.7,66.4,210.0,89.9,32.6,5.4,7.4,116.11,380.263,5641.0,2960.0,8.45
China,10004.0,172.95,7.2,0.5,1.7,0.761,2.27,35.8,84.00000000022465,3.0,1.73,18.2,0.019,7.9,12.0,1945.0,29.0,38.5,2571.881633037148,6.7,1.696,29.2,6.2,70.8,38.4,58.4,2836.0,0.78,77.4,52.4,121.0,73.9,24.9,4.0,18.0,32.66,370.023,208418.0,2990.0,6.95
Colombia,6432.0,53.73,5.8,25.3,11.687817549753168,0.767,7.04,27.0,83.0,92.0,0.2,0.05,0.013,13.8,14.0,4427.0,57.0,50.4,1201.0,3.7,1.789,16.8,22.3,61.5,31.2,67.3,18452.0,0.81,79.3,33.9,194.0,81.4,22.3,4.5,971.0,108.47,144.882,17066.0,2690.0,24.5
Comoros,137.0,-10.396587188499723,0.9,-5.545207181610152,3.2778716414488738,0.554,3.09,40.999999999439694,97.0,2.1,98.3,0.05000000002974048,0.01300000024457404,62.9,12.999999999877218,1502.0,21.0,45.3,722.3015985852958,8.5,4.138,43.7,7.8,8.3,20.9,55.4,3193.9999999221764,2.24,67.4,7.6,27.0,12.8,20.4,2.5,35.300000000003536,11.15,3.604,2853.999999888707,1840.0,25.55
Congo,2304.0,22.540198992306387,7.8,7.745026477185746,1.0955015565693826,0.574,3.11,40.999999999995055,95.0,90.7,2.0,0.05,0.012999999466160261,47.8,13.000000000291948,1843.0,55.0,48.9,1490.7181703490166,11.6,4.374,11.2,9.6,8.7,19.5,39.7,60168.0,2.59,64.7,13.3,27.0,73.1,21.0,4.6,35.30000000015019,10.69,12.776,2853.999999811407,2570.0,24.55
Costa Rica,12238.0,47.93,4.8,11.3,1.92809331761201,0.81,8.16,28.0,79.0,82.0,0.05,0.05,0.016,8.6,12.0,6496.0,43.0,48.0,5587.722133401785,7.6,1.737,18.2,25.7,70.2,32.6,65.3,3194.000000002183,0.96,80.8,40.4,374.0,90.4,25.7,7.4,6.6,183.28,101.411,2158.0,2820.0,24.8
Croatia,14627.0,57.3,8.9,0.6,1.940938936317543,0.851,6.5,40.999999999760234,70.0,90.1,1.5,0.05,0.011,4.8,14.0,6795.0,89.0,30.4,4117.833096548022,11.0,1.47,34.9,24.4,67.6,43.9,61.4,3223.0,-0.58,78.6,49.9,84.0,97.1,28.1,4.6,7.0,231.02,1029.014,2854.0000001145527,2990.0,10.9
Cuba,9296.0,58.1217373613523,6.1,5.0,1.9417421243213595,0.783,2.84,40.99999999962046,34.0,65.0,0.1,0.05,0.0032,5.1,16.0,105.0,34.0,36.400000000372984,6467.389845389911,10.2,1.602,47.5,24.6,49.7,42.1,27.8,4357.0,0.06,77.8,32.2,510.0,99.2,21.3,12.9,0.0,99.94,85.464,992.0,3420.0,25.2
Cyprus,28285.0,50.46,10.8,1.3,1.2219978103027302,0.887,7.56,40.99999999965422,75.0,79.0,25.3,0.2,0.00063,2.3,14.0,1894.999999992564,849.0,31.4,971.0741393722265,3.2,1.321,42.5,21.8,80.1,37.9,68.1,3193.9999999730207,0.78,83.1,131.3,86.0,93.8,29.0,6.4,35.29999999997307,113.31,1063.989,930.0,3190.0,18.45
Czech Republic,23452.0,85.89,14.4,0.6,3.6741417306423196,0.9,7.67,31.0,21.0,34.0,0.15,0.05,0.025,3.2,15.0,7918.0,76.0,24.9,3171.0,9.5,1.71,34.8,26.0,78.4,43.3,73.7,220.0,0.06,79.1,77.3,179.0,64.59999999988624,29.8,5.6,22.0,195.2,1460.479,17330.0,3280.0,7.55
Denmark,60657.0,210.71,10.4,1.0,5.131179080691507,0.94,9.15,44.0,19.0,79.0,5.4,0.2,0.041,3.8,15.0,1895.0000000211585,158.0,28.7,5295.0,7.6,1.7,37.6,19.7,94.0,42.0,76.7,24369.0,0.38,81.3,145.9,68.0,64.59999999991291,32.0,7.6,11.0,277.3,2430.232,13096.0,3410.0,7.5
Dominican Republic,8282.0,14.66317189620213,6.9,10.0,2.028505960466756,0.756,6.32,40.999999999588,87.0,83.0,0.05,0.05,0.00063,28.0,13.000000000693944,2915.0,36.0,43.7,1432.8948192799799,5.1,2.323,18.9,27.8,65.8,27.9,61.0,3194.0000000323926,1.07,72.8,37.8,243.0,79.8,21.0,4.3,35.29999999995823,73.75,4.611,1866.0,2270.0,24.55
DR Congo,545.0,34.591110346238395,2.6,7.077521141795643,8.74774925262483,0.48,1.13,40.999999999410704,94.0,92.0,10.0,0.05,0.00063,84.8,14.0,265.0,13.0,42.1,-846.0570620983626,12.4,5.819,30.29999999999896,6.7,8.3,16.7,50.3,254.0,3.22,62.4,4.8,29.0,48.0,19.0,1.5,595.0,108.47000000000571,1.772,64.0,2749.9999999995657,24.0
East Timor,1561.0,-19.46936090229184,2.1,2.048318174051218,0.847464759498695,0.606,7.06,40.99999999978951,83.99999999909392,99.1,0.1,0.05000000001518856,0.013000000037322934,44.2,16.0,138.0,12.0,28.7,3238.2447943990737,4.5,3.947,54.4,3.8,28.1,19.6,44.2,47839.0,2.14,69.6,41.3,52.0,11.2,20.6,3.8,35.299999999905594,10.96,11.041,2853.99999978696,2020.0,25.25
Ecuador,6184.0,25.360699422486164,4.4,5.8,1.5496485943841911,0.759,6.13,40.99999999967275,82.0,94.0,0.05,0.05,0.0038,14.0,12.0,5525.0,57.0,45.4,3766.051728239942,7.7,2.403,30.29999999992893,19.9,55.7,28.8,46.9,3347.0,1.42,78.4,45.0,224.0,77.7,21.8,5.0,35.299999999990746,139.6,125.378,2854.0,2300.0,21.85
Egypt,3161.0,39.66,0.4,2.6,13.494928166838775,0.707,2.93,40.99999999976421,97.0,10.0,92.35,0.05,0.00063,20.3,12.0,1894.9999999943902,34.0,31.5,831.721429211967,3.4,3.28,21.5,32.0,55.6,24.1,52.5,686.0,1.87,71.8,22.5,116.0,43.2,25.0,3.8,1200.0,59.46,135.405,12000.0,3160.0,22.1
El Salvador,4187.0,9.035959299996705,3.7,52.0,1.2706208582773746,0.673,5.9,40.999999999625686,83.99999999981173,81.9,0.28,0.05,0.00063,13.3,12.0,365.0,56.0,38.6,10422.496460723669,6.1,2.021,19.1,24.6,31.0,27.7,61.8,3194.0000000225555,0.52,75.0,21.4,572.0,65.7,22.5,3.8,35.299999999825616,124.34,7.009,661.0,2580.0,24.45
Estonia,2374.0,78.58,11.6,2.1,4.2663230503366,0.892,7.84,41.0,16.0,45.0,0.05,0.05,0.012,2.4,14.0,7626.0,89.0,30.4,2368.0,12.0,1.66,41.1,21.2,87.2,43.7,76.6,3194.000000070897,-0.23,78.9,67.4,173.0,99.7,29.0,5.2,15.2,284.85,1069.604,3916.0,3140.0,5.1
Eswatini (Swaziland),4002.0,100.33198386447424,9.9,11.6,4.049142259476448,0.611,3.08,40.999999999670194,84.00000000084856,82.7,10.0,0.05,0.012999999978319465,49.4,7.0,694.0,14.0,54.6,1037.8012904657337,40.5,2.958,12.3,16.5,36.5,23.7,54.7,3194.000000047672,1.75,57.7,34.2,278.0,45.2,26.5,7.1,35.29999999998665,56.6,29.922,2854.000000185799,2290.0,21.4
Ethiopia,828.0,43.98806969190497,2.8,8.8,3.6701900200437185,0.485,3.38,40.99999999967537,84.0000000000332,75.0,31.3,0.05,0.00063,50.7,9.0,1895.0000000091386,32.0,35.0,3782.4178624264323,9.5,4.146,6.8,4.5,17.9,19.8,53.6,3193.999999955704,2.43,68.7,7.9,99.0,13.6,17.4,4.7,234.0,44.14,18.256,240.0,1950.0,22.2
